order_id,item_id,count,price,base_price,price_range,base_count,count_range,flag
1,0,53,142.33, 140.0825327921804, 2, 40, 10, 0
2,0,42,141.01, 140.1651142390878, 2, 40, 10, 0
3,0,46,138.87, 140.2477443694052, 2, 40, 10, 0
4,0,25,142.80, 140.33042321183243, 2, 40, 10, 0
5,0,57,138.98, 140.4131507950862, 2, 40, 10, 0
6,0,25,144.59, 140.49592714790026, 2, 40, 10, 0
7,0,42,139.63, 140.57875229902518, 2, 40, 10, 0
8,0,48,141.89, 140.66162627722858, 2, 40, 10, 0
9,0,53,141.20, 140.74454911129496, 2, 40, 10, 0
10,0,41,142.68, 140.82752083002586, 2, 40, 10, 0
11,0,39,140.05, 140.91054146223976, 2, 40, 10, 0
12,0,40,136.73, 140.9936110367721, 2, 40, 10, 0
13,0,32,142.01, 141.0767295824754, 2, 40, 10, 0
14,0,53,140.88, 141.15989712821911, 2, 40, 10, 0
15,0,42,139.64, 141.24311370288976, 2, 40, 10, 0
16,0,38,146.14, 141.32637933539084, 2, 40, 10, 0
17,0,31,137.91, 141.40969405464296, 2, 40, 10, 0
18,0,32,142.49, 141.4930578895837, 2, 40, 10, 0
19,0,38,144.21, 141.57647086916776, 2, 40, 10, 0
20,0,22,143.72, 141.65993302236689, 2, 40, 10, 0
21,0,31,141.77, 141.74344437816993, 2, 40, 10, 0
22,0,35,143.69, 141.82700496558277, 2, 40, 10, 0
23,0,35,142.81, 141.91061481362843, 2, 40, 10, 0
24,0,40,144.78, 141.99427395134703, 2, 40, 10, 0
25,0,34,154.84, 142.07798240779584, 2, 40, 10, 1
26,0,33,141.09, 142.1617402120492, 2, 40, 10, 0
27,0,47,141.39, 142.24554739319868, 2, 40, 10, 0
28,0,25,14119.00, 142.32940398035288, 2, 40, 10, 1
29,0,33,143.82, 142.41331000263767, 2, 40, 10, 0
30,0,53,143.58, 142.49726548919602, 2, 40, 10, 0
31,0,30,141.80, 142.58127046918813, 2, 40, 10, 0
32,0,40,141.98, 142.66532497179134, 2, 40, 10, 0
33,0,47,143.98, 142.74942902620023, 2, 40, 10, 0
34,0,63,145.55, 142.8335826616266, 2, 40, 10, 0
35,0,43,146.11, 142.91778590729942, 2, 40, 10, 0
36,0,36,141.09, 143.0020387924649, 2, 40, 10, 0
37,0,29,143.08, 143.08634134638655, 2, 40, 10, 0
38,0,41,146.26, 143.17069359834508, 2, 40, 10, 0
39,0,37,142.43, 143.25509557763849, 2, 40, 10, 0
40,0,35,143.36, 143.339547313582, 2, 40, 10, 0
41,0,35,148.11, 143.42404883550816, 2, 40, 10, 0
42,0,30,144.42, 143.50860017276682, 2, 40, 10, 0
43,0,35,143.50, 143.5932013547251, 2, 40, 10, 0
44,0,26,144.94, 143.67785241076743, 2, 40, 10, 0
45,0,50,143.03, 143.7625533702956, 2, 40, 10, 0
46,0,55,142.53, 143.8473042627287, 2, 40, 10, 0
47,0,44,141.89, 143.93210511750317, 2, 40, 10, 0
48,0,38,146.30, 144.01695596407282, 2, 40, 10, 0
49,0,45,148.59, 144.1018568319088, 2, 40, 10, 0
50,0,42,146.28, 144.18680775049964, 2, 40, 10, 0
51,0,50,147.75, 144.27180874935127, 2, 40, 10, 0
52,0,49,141.79, 144.356859857987, 2, 40, 10, 0
53,0,43,144.85, 144.4419611059475, 2, 40, 10, 0
54,0,43,143.88, 144.527112522791, 2, 40, 10, 0
55,0,41,146.14, 144.61231413809296, 2, 40, 10, 0
56,0,44,142.40, 144.69756598144642, 2, 40, 10, 0
57,0,53,147.22, 144.78286808246182, 2, 40, 10, 0
58,0,36,146.78, 144.86822047076706, 2, 40, 10, 0
59,0,24,144.43, 144.95362317600745, 2, 40, 10, 0
60,0,41,145.99, 145.0390762278459, 2, 40, 10, 0
61,0,54,145.67, 145.1245796559627, 2, 40, 10, 0
62,0,21,145.22, 145.21013349005565, 2, 40, 10, 0
63,0,35,146.23, 145.2957377598401, 2, 40, 10, 0
64,0,31,14298.00, 145.38139249504889, 2, 40, 10, 1
65,0,31,146.39, 145.46709772543238, 2, 40, 10, 0
66,0,28,143.12, 145.5528534807585, 2, 40, 10, 0
67,0,31,145.24, 145.6386597908127, 2, 40, 10, 0
68,0,48,148.43, 145.72451668539804, 2, 40, 10, 0
69,0,39,142.95, 145.81042419433507, 2, 40, 10, 0
70,0,54,147.74, 145.89638234746198, 2, 40, 10, 0
71,0,52,145.56, 145.9823911746345, 2, 40, 10, 0
72,0,41,148.37, 146.06845070572604, 2, 40, 10, 0
73,0,31,147.27, 146.15456097062753, 2, 40, 10, 0
74,0,46,145.72, 146.24072199924757, 2, 40, 10, 0
75,0,40,147.37, 146.3269338215124, 2, 40, 10, 0
76,0,32,143.71, 146.41319646736588, 2, 40, 10, 0
77,0,40,146.65, 146.49950996676952, 2, 40, 10, 0
78,0,23,144.61, 146.5858743497025, 2, 40, 10, 0
79,0,54,147.39, 146.6722896461617, 2, 40, 10, 0
80,0,50,144.58, 146.75875588616162, 2, 40, 10, 0
81,0,41,149.90, 146.84527309973453, 2, 40, 10, 0
82,0,32,146.43, 146.93184131693033, 2, 40, 10, 0
83,0,51,148.64, 147.0184605678167, 2, 40, 10, 0
84,0,57,144.58, 147.10513088247902, 2, 40, 10, 0
85,0,31,146.61, 147.1918522910204, 2, 40, 10, 0
86,0,38,144.90, 147.2786248235617, 2, 40, 10, 0
87,0,54,14760.00, 147.36544851024155, 2, 40, 10, 1
88,0,34,149.03, 147.4523233812163, 2, 40, 10, 0
89,0,59,150.91, 147.53924946666015, 2, 40, 10, 0
90,0,32,147.22, 147.62622679676502, 2, 40, 10, 0
91,0,37,148.60, 147.7132554017407, 2, 40, 10, 0
92,0,21,149.17, 147.8003353118147, 2, 40, 10, 0
93,0,27,145.88, 147.88746655723244, 2, 40, 10, 0
94,0,43,147.02, 147.97464916825712, 2, 40, 10, 0
95,0,41,147.71, 148.06188317516975, 2, 40, 10, 0
96,0,27,146.53, 148.1491686082693, 2, 40, 10, 0
97,0,33,145.09, 148.23650549787246, 2, 40, 10, 0
98,0,43,148.49, 148.3238938743139, 2, 40, 10, 0
99,0,31,146.41, 148.41133376794616, 2, 40, 10, 0
100,0,27,147.97, 148.49882520913962, 2, 40, 10, 0
101,0,29,149.84, 148.58636822828262, 2, 40, 10, 0
102,0,41,146.65, 148.67396285578138, 2, 40, 10, 0
103,0,42,148.82, 148.76160912206004, 2, 40, 10, 0
104,0,42,148.55, 148.8493070575607, 2, 40, 10, 0
105,0,36,150.26, 148.9370566927434, 2, 40, 10, 0
106,0,33,146.52, 149.02485805808612, 2, 40, 10, 0
107,0,35,147.39, 149.11271118408484, 2, 40, 10, 0
108,0,55,149.08, 149.2006161012535, 2, 40, 10, 0
109,0,29,149.18, 149.288572840124, 2, 40, 10, 0
110,0,39,149.04, 149.3765814312463, 2, 40, 10, 0
111,0,44,147.66, 149.46464190518833, 2, 40, 10, 0
112,0,27,15093.00, 149.55275429253604, 2, 40, 10, 1
113,0,41,148.86, 149.6409186238934, 2, 40, 10, 0
114,0,39,152.06, 149.7291349298825, 2, 40, 10, 0
115,0,36,148.15, 149.81740324114332, 2, 40, 10, 0
116,0,39,150.28, 149.9057235883341, 2, 40, 10, 0
117,0,46,147.32, 149.99409600213102, 2, 40, 10, 0
118,0,30,149.69, 150.0825205132284, 2, 40, 10, 0
119,0,41,147.72, 150.1709971523386, 2, 40, 10, 0
120,0,49,153.86, 150.25952595019214, 2, 40, 10, 0
121,0,46,153.05, 150.34810693753766, 2, 40, 10, 0
122,0,38,146.45, 150.4367401451419, 2, 40, 10, 0
123,0,41,151.08, 150.52542560378973, 2, 40, 10, 0
124,0,25,150.36, 150.61416334428418, 2, 40, 10, 0
125,0,39,150.05, 150.70295339744646, 2, 40, 10, 0
126,0,39,152.56, 150.79179579411593, 2, 40, 10, 0
127,0,37,153.36, 150.8806905651501, 2, 40, 10, 0
128,0,31,148.93, 150.96963774142475, 2, 40, 10, 0
129,0,57,148.88, 151.05863735383377, 2, 40, 10, 0
130,0,29,151.30, 151.14768943328934, 2, 40, 10, 0
131,0,30,149.62, 151.2367940107218, 2, 40, 10, 0
132,0,49,150.54, 151.3259511170798, 2, 40, 10, 0
133,0,50,150.63, 151.41516078333012, 2, 40, 10, 0
134,0,38,151.13, 151.5044230404579, 2, 40, 10, 0
135,0,58,155.63, 151.59373791946655, 2, 40, 10, 0
136,0,20,150.62, 151.68310545137766, 2, 40, 10, 0
137,0,58,148.75, 151.7725256672312, 2, 40, 10, 0
138,0,48,156.02, 151.8619985980854, 2, 40, 10, 0
139,0,40,151.80, 151.9515242750168, 2, 40, 10, 0
140,0,38,151.17, 152.04110272912027, 2, 40, 10, 0
141,0,42,150.43, 152.13073399150898, 2, 40, 10, 0
142,0,60,152.90, 152.2204180933145, 2, 40, 10, 0
143,0,21,153.80, 152.3101550656867, 2, 40, 10, 0
144,0,22,151.12, 152.39994493979384, 2, 40, 10, 0
145,0,42,151.89, 152.48978774682254, 2, 40, 10, 0
146,0,24,154.54, 152.57968351797783, 2, 40, 10, 0
147,0,34,154.35, 152.6696322844831, 2, 40, 10, 0
148,0,38,155.51, 152.7596340775802, 2, 40, 10, 0
149,0,47,154.72, 152.84968892852933, 2, 40, 10, 0
150,0,37,154.81, 152.93979686860916, 2, 40, 10, 0
