order_id,item_id,count,price,base_price,price_range,base_count,count_range,flag
1,0,51,1.23, 0.0, 2, 40, 10, 0
2,0,40,4.21, 0.0, 2, 40, 10, 0
3,0,17,-1.13, 0.0, 2, 40, 10, 0
4,0,36,0.41, 0.0, 2, 40, 10, 0
5,0,27,1.01, 0.0, 2, 40, 10, 0
6,0,41,-0.26, 0.0, 2, 40, 10, 0
7,0,36,1.95, 0.0, 2, 40, 10, 0
8,0,56,1.17, 0.0, 2, 40, 10, 0
9,0,33,-2.13, 0.0, 2, 40, 10, 0
10,0,54,0.44, 0.0, 2, 40, 10, 0
11,0,38,1.87, 0.0, 2, 40, 10, 0
12,0,51,-1.08, 0.0, 2, 40, 10, 0
13,0,53,-3.48, 0.0, 2, 40, 10, 0
14,0,58,-1.70, 0.0, 2, 40, 10, 0
15,0,42,-2.80, 0.0, 2, 40, 10, 0
16,0,26,3.07, 0.0, 2, 40, 10, 0
17,0,35,0.07, 0.0, 2, 40, 10, 0
18,0,51,1.34, 0.0, 2, 40, 10, 0
19,0,40,0.39, 0.0, 2, 40, 10, 0
20,0,68,0.71, 0.0, 2, 40, 10, 0
21,0,44,0.97, 0.0, 2, 40, 10, 0
22,0,41,0.10, 0.0, 2, 40, 10, 0
23,0,29,1.34, 0.0, 2, 40, 10, 0
24,0,21,-3.09, 0.0, 2, 40, 10, 0
25,0,48,-1.48, 0.0, 2, 40, 10, 0
26,0,29,-2.42, 0.0, 2, 40, 10, 0
27,0,38,2.74, 0.0, 2, 40, 10, 0
28,0,50,-1.73, 0.0, 2, 40, 10, 0
29,0,44,-0.70, 0.0, 2, 40, 10, 0
30,0,36,-359.00, 0.0, 2, 40, 10, 1
31,0,49,-1.59, 0.0, 2, 40, 10, 0
32,0,35,-1.07, 0.0, 2, 40, 10, 0
33,0,74,-0.81, 0.0, 2, 40, 10, 0
34,0,35,3.66, 0.0, 2, 40, 10, 0
35,0,59,3.50, 0.0, 2, 40, 10, 0
36,0,32,2.61, 0.0, 2, 40, 10, 0
37,0,25,2.25, 0.0, 2, 40, 10, 0
38,0,27,-2.39, 0.0, 2, 40, 10, 0
39,0,25,0.51, 0.0, 2, 40, 10, 0
40,0,25,-1.27, 0.0, 2, 40, 10, 0
41,0,37,1.62, 0.0, 2, 40, 10, 0
42,0,42,-1.29, 0.0, 2, 40, 10, 0
43,0,47,-1.36, 0.0, 2, 40, 10, 0
44,0,46,-0.92, 0.0, 2, 40, 10, 0
45,0,43,-2.80, 0.0, 2, 40, 10, 0
46,0,46,2.51, 0.0, 2, 40, 10, 0
47,0,54,0.11, 0.0, 2, 40, 10, 0
48,0,35,1.48, 0.0, 2, 40, 10, 0
49,0,29,-3.32, 0.0, 2, 40, 10, 0
50,0,47,1.19, 0.0, 2, 40, 10, 0
51,0,34,-2.00, 0.0, 2, 40, 10, 0
52,0,46,-0.96, 0.0, 2, 40, 10, 0
53,0,48,-0.21, 0.0, 2, 40, 10, 0
54,0,31,1.71, 0.0, 2, 40, 10, 0
55,0,37,-1.44, 0.0, 2, 40, 10, 0
56,0,38,2.37, 0.0, 2, 40, 10, 0
57,0,37,-1.12, 0.0, 2, 40, 10, 0
58,0,52,0.70, 0.0, 2, 40, 10, 0
59,0,33,1.60, 0.0, 2, 40, 10, 0
60,0,39,1.63, 0.0, 2, 40, 10, 0
61,0,34,-2.37, 0.0, 2, 40, 10, 0
62,0,24,-0.56, 0.0, 2, 40, 10, 0
63,0,22,-1.25, 0.0, 2, 40, 10, 0
64,0,32,2.10, 0.0, 2, 40, 10, 0
65,0,32,-1.44, 0.0, 2, 40, 10, 0
66,0,48,-0.74, 0.0, 2, 40, 10, 0
67,0,33,3.46, 0.0, 2, 40, 10, 0
68,0,53,-3.64, 0.0, 2, 40, 10, 1
69,0,34,-2.57, 0.0, 2, 40, 10, 0
70,0,30,3.34, 0.0, 2, 40, 10, 0
71,0,45,-2.63, 0.0, 2, 40, 10, 0
72,0,21,-0.39, 0.0, 2, 40, 10, 0
73,0,37,-1.34, 0.0, 2, 40, 10, 0
74,0,56,1.43, 0.0, 2, 40, 10, 0
75,0,45,-0.03, 0.0, 2, 40, 10, 0
76,0,33,-1.85, 0.0, 2, 40, 10, 0
77,0,34,-0.38, 0.0, 2, 40, 10, 0
78,0,33,-1.75, 0.0, 2, 40, 10, 0
79,0,30,-0.82, 0.0, 2, 40, 10, 0
80,0,27,0.20, 0.0, 2, 40, 10, 0
81,0,25,2.76, 0.0, 2, 40, 10, 1
82,0,34,1.67, 0.0, 2, 40, 10, 0
83,0,52,2.59, 0.0, 2, 40, 10, 0
84,0,41,-0.85, 0.0, 2, 40, 10, 0
85,0,36,2.73, 0.0, 2, 40, 10, 0
86,0,41,-1.31, 0.0, 2, 40, 10, 0
87,0,28,0.68, 0.0, 2, 40, 10, 0
88,0,45,0.24, 0.0, 2, 40, 10, 0
89,0,48,-1.10, 0.0, 2, 40, 10, 0
90,0,53,-0.30, 0.0, 2, 40, 10, 0
91,0,49,0.53, 0.0, 2, 40, 10, 0
92,0,48,-1.60, 0.0, 2, 40, 10, 0
93,0,33,-2.83, 0.0, 2, 40, 10, 0
94,0,36,-0.52, 0.0, 2, 40, 10, 0
95,0,30,-1.12, 0.0, 2, 40, 10, 0
96,0,22,-1.34, 0.0, 2, 40, 10, 0
97,0,46,0.69, 0.0, 2, 40, 10, 0
98,0,51,-2.43, 0.0, 2, 40, 10, 0
99,0,47,-4.63, 0.0, 2, 40, 10, 0
100,0,27,2.89, 0.0, 2, 40, 10, 0
101,0,39,0.25, 0.0, 2, 40, 10, 0
102,0,54,-0.07, 0.0, 2, 40, 10, 0
103,0,34,-2.31, 0.0, 2, 40, 10, 0
104,0,36,0.23, 0.0, 2, 40, 10, 0
105,0,47,-3.33, 0.0, 2, 40, 10, 0
106,0,53,-1.34, 0.0, 2, 40, 10, 0
107,0,46,-2.25, 0.0, 2, 40, 10, 0
108,0,48,-0.42, 0.0, 2, 40, 10, 0
109,0,33,-3.20, 0.0, 2, 40, 10, 0
110,0,46,-0.71, 0.0, 2, 40, 10, 0
111,0,47,2.26, 0.0, 2, 40, 10, 0
112,0,52,-0.28, 0.0, 2, 40, 10, 0
113,0,29,-1.07, 0.0, 2, 40, 10, 0
114,0,44,-4.65, 0.0, 2, 40, 10, 0
115,0,51,5.06, 0.0, 2, 40, 10, 0
116,0,16,-0.95, 0.0, 2, 40, 10, 0
117,0,27,2.29, 0.0, 2, 40, 10, 0
118,0,48,-1.83, 0.0, 2, 40, 10, 0
119,0,37,-0.29, 0.0, 2, 40, 10, 0
120,0,30,-0.94, 0.0, 2, 40, 10, 0
121,0,63,147.00, 0.0, 2, 40, 10, 1
122,0,42,1.63, 0.0, 2, 40, 10, 0
123,0,57,1.98, 0.0, 2, 40, 10, 0
124,0,54,-2.44, 0.0, 2, 40, 10, 0
125,0,43,1.01, 0.0, 2, 40, 10, 0
126,0,34,-1.87, 0.0, 2, 40, 10, 0
127,0,33,-0.91, 0.0, 2, 40, 10, 0
128,0,35,-4.70, 0.0, 2, 40, 10, 0
129,0,54,-1.78, 0.0, 2, 40, 10, 0
130,0,33,1.64, 0.0, 2, 40, 10, 1
131,0,29,-0.17, 0.0, 2, 40, 10, 0
132,0,33,-0.76, 0.0, 2, 40, 10, 0
133,0,43,-0.36, 0.0, 2, 40, 10, 0
134,0,44,0.90, 0.0, 2, 40, 10, 0
135,0,28,-0.39, 0.0, 2, 40, 10, 0
136,0,40,-4.69, 0.0, 2, 40, 10, 0
137,0,54,2.04, 0.0, 2, 40, 10, 0
138,0,32,0.76, 0.0, 2, 40, 10, 0
139,0,50,-0.60, 0.0, 2, 40, 10, 0
140,0,64,-1.11, 0.0, 2, 40, 10, 0
141,0,32,1.08, 0.0, 2, 40, 10, 0
142,0,24,-4.64, 0.0, 2, 40, 10, 0
143,0,84,147.00, 0.0, 2, 40, 10, 1
144,0,31,-0.33, 0.0, 2, 40, 10, 0
145,0,24,-1.19, 0.0, 2, 40, 10, 0
146,0,35,0.98, 0.0, 2, 40, 10, 0
147,0,36,-5.38, 0.0, 2, 40, 10, 0
148,0,32,0.38, 0.0, 2, 40, 10, 0
149,0,22,0.46, 0.0, 2, 40, 10, 0
150,0,23,29.00, 0.0, 2, 40, 10, 1
151,0,52,1.46, 0.0, 2, 40, 10, 0
152,0,42,1.36, 0.0, 2, 40, 10, 0
153,0,47,-2.07, 0.0, 2, 40, 10, 0
154,0,26,-2.48, 0.0, 2, 40, 10, 0
155,0,43,0.43, 0.0, 2, 40, 10, 0
156,0,43,0.26, 0.0, 2, 40, 10, 0
157,0,55,0.02, 0.0, 2, 40, 10, 0
158,0,19,-3.80, 0.0, 2, 40, 10, 0
159,0,32,-1.28, 0.0, 2, 40, 10, 0
160,0,53,-0.41, 0.0, 2, 40, 10, 0
161,0,41,-3.65, 0.0, 2, 40, 10, 0
162,0,32,-1.22, 0.0, 2, 40, 10, 0
163,0,30,-0.83, 0.0, 2, 40, 10, 0
164,0,37,-1.49, 0.0, 2, 40, 10, 0
165,0,45,-0.69, 0.0, 2, 40, 10, 0
166,0,43,0.28, 0.0, 2, 40, 10, 0
167,0,35,-0.32, 0.0, 2, 40, 10, 0
168,0,14,290.00, 0.0, 2, 40, 10, 1
169,0,59,1.41, 0.0, 2, 40, 10, 0
170,0,54,1.86, 0.0, 2, 40, 10, 0
171,0,47,0.54, 0.0, 2, 40, 10, 0
172,0,43,-1.48, 0.0, 2, 40, 10, 0
173,0,51,-2.61, 0.0, 2, 40, 10, 0
174,0,28,-1.46, 0.0, 2, 40, 10, 0
175,0,35,-2.27, 0.0, 2, 40, 10, 0
176,0,49,1.18, 0.0, 2, 40, 10, 0
177,0,39,2.71, 0.0, 2, 40, 10, 0
178,0,55,0.14, 0.0, 2, 40, 10, 0
179,0,53,2.62, 0.0, 2, 40, 10, 0
180,0,35,0.79, 0.0, 2, 40, 10, 0
181,0,29,1.02, 0.0, 2, 40, 10, 0
182,0,50,2.79, 0.0, 2, 40, 10, 0
183,0,42,0.92, 0.0, 2, 40, 10, 0
184,0,48,0.87, 0.0, 2, 40, 10, 0
185,0,48,0.64, 0.0, 2, 40, 10, 0
186,0,32,-1.27, 0.0, 2, 40, 10, 0
187,0,18,0.27, 0.0, 2, 40, 10, 0
188,0,35,1.43, 0.0, 2, 40, 10, 0
189,0,45,0.05, 0.0, 2, 40, 10, 0
190,0,43,-2.73, 0.0, 2, 40, 10, 0
191,0,2,-12.00, 0.0, 2, 40, 10, 1
192,0,38,0.89, 0.0, 2, 40, 10, 0
193,0,44,534.00, 0.0, 2, 40, 10, 1
194,0,35,2.31, 0.0, 2, 40, 10, 0
195,0,42,2.62, 0.0, 2, 40, 10, 0
196,0,38,2.11, 0.0, 2, 40, 10, 0
197,0,48,1.91, 0.0, 2, 40, 10, 0
198,0,49,0.34, 0.0, 2, 40, 10, 0
199,0,46,-3.53, 0.0, 2, 40, 10, 0
200,0,48,-0.40, 0.0, 2, 40, 10, 0
201,0,36,1.34, 0.0, 2, 40, 10, 0
202,0,34,0.99, 0.0, 2, 40, 10, 0
203,0,37,1.54, 0.0, 2, 40, 10, 0
204,0,47,1.06, 0.0, 2, 40, 10, 0
205,0,39,1.15, 0.0, 2, 40, 10, 0
206,0,21,-2.12, 0.0, 2, 40, 10, 0
207,0,40,-3.50, 0.0, 2, 40, 10, 0
208,0,39,3.42, 0.0, 2, 40, 10, 0
209,0,17,-2.43, 0.0, 2, 40, 10, 0
210,0,24,3.61, 0.0, 2, 40, 10, 0
211,0,27,4.82, 0.0, 2, 40, 10, 0
212,0,39,1.89, 0.0, 2, 40, 10, 0
213,0,41,-2.30, 0.0, 2, 40, 10, 0
214,0,55,1.62, 0.0, 2, 40, 10, 0
215,0,38,-1.86, 0.0, 2, 40, 10, 0
216,0,30,3.87, 0.0, 2, 40, 10, 0
217,0,32,0.69, 0.0, 2, 40, 10, 0
218,0,45,-1.15, 0.0, 2, 40, 10, 0
219,0,37,1.92, 0.0, 2, 40, 10, 0
220,0,54,1.76, 0.0, 2, 40, 10, 0
221,0,27,1.91, 0.0, 2, 40, 10, 0
222,0,33,2.81, 0.0, 2, 40, 10, 0
223,0,37,0.21, 0.0, 2, 40, 10, 0
224,0,34,-1.15, 0.0, 2, 40, 10, 0
225,0,42,-1.50, 0.0, 2, 40, 10, 0
226,0,44,-1.37, 0.0, 2, 40, 10, 0
227,0,28,-0.74, 0.0, 2, 40, 10, 0
228,0,42,3.21, 0.0, 2, 40, 10, 0
229,0,37,-1.34, 0.0, 2, 40, 10, 0
230,0,34,-0.11, 0.0, 2, 40, 10, 0
231,0,42,0.59, 0.0, 2, 40, 10, 0
232,0,36,1.13, 0.0, 2, 40, 10, 1
233,0,33,1.08, 0.0, 2, 40, 10, 0
234,0,50,0.46, 0.0, 2, 40, 10, 0
235,0,47,0.35, 0.0, 2, 40, 10, 0
236,0,27,1.21, 0.0, 2, 40, 10, 0
237,0,37,3.27, 0.0, 2, 40, 10, 0
238,0,39,1.86, 0.0, 2, 40, 10, 0
239,0,34,-0.62, 0.0, 2, 40, 10, 0
240,0,40,1.78, 0.0, 2, 40, 10, 0
241,0,40,1.09, 0.0, 2, 40, 10, 0
242,0,44,-2.84, 0.0, 2, 40, 10, 0
243,0,40,1.26, 0.0, 2, 40, 10, 0
244,0,47,0.71, 0.0, 2, 40, 10, 0
245,0,40,0.19, 0.0, 2, 40, 10, 0
246,0,21,0.86, 0.0, 2, 40, 10, 0
247,0,42,-0.79, 0.0, 2, 40, 10, 0
248,0,62,-160.00, 0.0, 2, 40, 10, 1
249,0,44,-3.28, 0.0, 2, 40, 10, 0
250,0,54,-223.00, 0.0, 2, 40, 10, 1
251,0,62,0.74, 0.0, 2, 40, 10, 0
252,0,49,3.17, 0.0, 2, 40, 10, 0
253,0,55,3.38, 0.0, 2, 40, 10, 0
254,0,29,1.92, 0.0, 2, 40, 10, 0
255,0,45,-0.64, 0.0, 2, 40, 10, 0
256,0,39,-0.94, 0.0, 2, 40, 10, 0
257,0,42,-2.31, 0.0, 2, 40, 10, 0
258,0,41,-1.12, 0.0, 2, 40, 10, 0
259,0,31,1.23, 0.0, 2, 40, 10, 0
260,0,33,-2.40, 0.0, 2, 40, 10, 0
261,0,45,2.38, 0.0, 2, 40, 10, 0
262,0,53,3.06, 0.0, 2, 40, 10, 1
263,0,48,-2.13, 0.0, 2, 40, 10, 0
264,0,36,4.98, 0.0, 2, 40, 10, 0
265,0,43,2.99, 0.0, 2, 40, 10, 0
266,0,39,1.05, 0.0, 2, 40, 10, 0
267,0,35,1.26, 0.0, 2, 40, 10, 0
268,0,40,2.30, 0.0, 2, 40, 10, 0
269,0,31,-1.14, 0.0, 2, 40, 10, 0
270,0,52,-2.27, 0.0, 2, 40, 10, 0
271,0,27,-4.24, 0.0, 2, 40, 10, 0
