order_id,item_id,count,price,base_price,price_range,base_count,count_range,flag
1,0,42,123.78, 123.90680170207948, 2, 40, 10, 0
2,0,40,125.74, 123.81367345192295, 2, 40, 10, 0
3,0,46,122.23, 123.72061519688258, 2, 40, 10, 0
4,0,33,123.87, 123.6276268843501, 2, 40, 10, 0
5,0,23,124.72, 123.53470846175675, 2, 40, 10, 0
6,0,49,125.76, 123.44185987657333, 2, 40, 10, 0
7,0,48,122.07, 123.34908107631011, 2, 40, 10, 0
8,0,46,120.66, 123.25637200851679, 2, 40, 10, 0
9,0,35,121.10, 123.1637326207825, 2, 40, 10, 0
10,0,32,125.00, 123.07116286073577, 2, 40, 10, 0
11,0,63,124.54, 122.97866267604448, 2, 40, 10, 0
12,0,54,12020.00, 122.88623201441585, 2, 40, 10, 1
13,0,49,121.88, 122.79387082359642, 2, 40, 10, 0
14,0,48,121.68, 122.70157905137198, 2, 40, 10, 0
15,0,25,126.30, 122.60935664556756, 2, 40, 10, 0
16,0,22,122.02, 122.51720355404743, 2, 40, 10, 0
17,0,44,123.94, 122.42511972471502, 2, 40, 10, 0
18,0,45,122.12, 122.33310510551293, 2, 40, 10, 0
19,0,32,122.96, 122.24115964442288, 2, 40, 10, 0
20,0,37,122.61, 122.1492832894657, 2, 40, 10, 0
21,0,45,122.69, 122.05747598870127, 2, 40, 10, 0
22,0,31,121.40, 121.96573769022852, 2, 40, 10, 0
23,0,23,122.48, 121.87406834218538, 2, 40, 10, 0
24,0,20,122.55, 121.78246789274877, 2, 40, 10, 0
25,0,35,119.49, 121.69093629013454, 2, 40, 10, 0
26,0,43,123.76, 121.59947348259749, 2, 40, 10, 0
27,0,40,122.48, 121.50807941843128, 2, 40, 10, 0
28,0,32,121.37, 121.41675404596846, 2, 40, 10, 0
29,0,23,122.92, 121.32549731358041, 2, 40, 10, 0
30,0,35,120.99, 121.2343091696773, 2, 40, 10, 0
31,0,45,120.17, 121.14318956270807, 2, 40, 10, 0
32,0,50,119.78, 121.05213844116044, 2, 40, 10, 0
33,0,51,119.57, 120.9611557535608, 2, 40, 10, 0
34,0,28,119.67, 120.87024144847426, 2, 40, 10, 0
35,0,33,122.40, 120.77939547450458, 2, 40, 10, 0
36,0,39,123.00, 120.68861778029415, 2, 40, 10, 0
37,0,26,123.33, 120.59790831452396, 2, 40, 10, 0
38,0,59,120.21, 120.50726702591358, 2, 40, 10, 0
39,0,53,122.60, 120.41669386322108, 2, 40, 10, 0
40,0,18,119.90, 120.32618877524311, 2, 40, 10, 0
41,0,27,116.34, 120.23575171081475, 2, 40, 10, 0
42,0,60,118.22, 120.14538261880958, 2, 40, 10, 0
43,0,55,12161.00, 120.05508144813956, 2, 40, 10, 1
44,0,32,120.14, 119.96484814775508, 2, 40, 10, 0
45,0,45,118.72, 119.87468266664489, 2, 40, 10, 0
46,0,42,118.19, 119.78458495383607, 2, 40, 10, 0
47,0,92,11537.00, 119.69455495839404, 2, 40, 10, 1
48,0,49,118.65, 119.60459262942246, 2, 40, 10, 0
49,0,49,117.58, 119.51469791606327, 2, 40, 10, 0
50,0,50,123.59, 119.42487076749664, 2, 40, 10, 0
51,0,49,120.60, 119.33511113294092, 2, 40, 10, 0
52,0,44,117.55, 119.24541896165265, 2, 40, 10, 0
53,0,54,117.76, 119.15579420292647, 2, 40, 10, 0
54,0,47,116.94, 119.06623680609518, 2, 40, 10, 0
55,0,39,119.33, 118.97674672052962, 2, 40, 10, 0
56,0,44,124.14, 118.8873238956387, 2, 40, 10, 0
57,0,51,117.63, 118.79796828086936, 2, 40, 10, 0
58,0,28,118.67, 118.70867982570651, 2, 40, 10, 0
59,0,45,120.12, 118.61945847967307, 2, 40, 10, 0
60,0,47,119.98, 118.53030419232985, 2, 40, 10, 0
61,0,61,122.06, 118.44121691327561, 2, 40, 10, 0
62,0,45,117.55, 118.35219659214697, 2, 40, 10, 0
63,0,35,120.19, 118.2632431786184, 2, 40, 10, 0
64,0,30,120.34, 118.1743566224022, 2, 40, 10, 0
65,0,50,118.95, 118.08553687324849, 2, 40, 10, 0
66,0,39,117.91, 117.99678388094512, 2, 40, 10, 0
67,0,26,115.61, 117.9080975953177, 2, 40, 10, 0
68,0,37,117.07, 117.81947796622956, 2, 40, 10, 0
69,0,46,115.91, 117.73092494358168, 2, 40, 10, 0
70,0,32,116.96, 117.64243847731274, 2, 40, 10, 0
71,0,53,114.33, 117.55401851739899, 2, 40, 10, 0
72,0,30,119.44, 117.46566501385432, 2, 40, 10, 0
73,0,93,19110.00, 117.37737791673018, 2, 40, 10, 1
74,0,38,119.01, 117.28915717611557, 2, 40, 10, 0
75,0,33,116.16, 117.20100274213696, 2, 40, 10, 0
76,0,17,118.00, 117.11291456495837, 2, 40, 10, 0
77,0,37,115.27, 117.02489259478124, 2, 40, 10, 0
78,0,44,121.34, 116.93693678184442, 2, 40, 10, 0
79,0,22,116.58, 116.8490470764242, 2, 40, 10, 0
80,0,46,121.45, 116.76122342883423, 2, 40, 10, 0
81,0,48,117.91, 116.67346578942548, 2, 40, 10, 0
82,0,46,118.06, 116.58577410858626, 2, 40, 10, 0
83,0,37,115.61, 116.49814833674218, 2, 40, 10, 0
84,0,41,116.91, 116.41058842435608, 2, 40, 10, 0
85,0,36,115.74, 116.32309432192805, 2, 40, 10, 0
86,0,26,117.37, 116.23566597999537, 2, 40, 10, 0
87,0,39,117.94, 116.14830334913252, 2, 40, 10, 0
88,0,17,118.77, 116.06100637995111, 2, 40, 10, 0
89,0,35,113.00, 115.97377502309988, 2, 40, 10, 0
90,0,37,118.84, 115.88660922926464, 2, 40, 10, 0
91,0,31,118.45, 115.79950894916828, 2, 40, 10, 0
92,0,42,117.16, 115.71247413357075, 2, 40, 10, 0
93,0,47,120.37, 115.62550473326897, 2, 40, 10, 0
94,0,35,117.54, 115.53860069909686, 2, 40, 10, 0
95,0,57,115.50, 115.4517619819253, 2, 40, 10, 0
96,0,30,112.16, 115.36498853266208, 2, 40, 10, 0
97,0,28,112.38, 115.27828030225189, 2, 40, 10, 0
98,0,44,114.34, 115.19163724167629, 2, 40, 10, 0
99,0,26,115.51, 115.10505930195369, 2, 40, 10, 0
100,0,43,116.60, 115.01854643413931, 2, 40, 10, 0
101,0,46,113.43, 114.93209858932516, 2, 40, 10, 0
102,0,47,114.71, 114.84571571864002, 2, 40, 10, 0
103,0,44,116.59, 114.75939777324938, 2, 40, 10, 0
104,0,33,115.03, 114.67314470435542, 2, 40, 10, 0
105,0,42,110.26, 114.58695646319704, 2, 40, 10, 0
106,0,49,113.51, 114.50083300104977, 2, 40, 10, 0
107,0,36,109.46, 114.41477426922575, 2, 40, 10, 0
108,0,46,115.83, 114.3287802190737, 2, 40, 10, 0
109,0,37,114.78, 114.24285080197897, 2, 40, 10, 0
110,0,36,113.73, 114.15698596936339, 2, 40, 10, 0
111,0,35,116.47, 114.07118567268532, 2, 40, 10, 0
112,0,39,116.56, 113.9854498634396, 2, 40, 10, 0
113,0,50,109.85, 113.89977849315753, 2, 40, 10, 0
114,0,38,114.09, 113.81417151340683, 2, 40, 10, 0
115,0,42,112.42, 113.72862887579164, 2, 40, 10, 0
116,0,45,112.71, 113.64315053195247, 2, 40, 10, 0
117,0,38,112.14, 113.55773643356616, 2, 40, 10, 0
118,0,51,113.12, 113.47238653234588, 2, 40, 10, 0
119,0,55,111.67, 113.3871007800411, 2, 40, 10, 0
120,0,38,113.59, 113.30187912843753, 2, 40, 10, 0
121,0,30,112.45, 113.21672152935716, 2, 40, 10, 0
122,0,47,113.30, 113.13162793465816, 2, 40, 10, 0
123,0,37,109.27, 113.04659829623488, 2, 40, 10, 0
124,0,31,113.16, 112.96163256601783, 2, 40, 10, 0
125,0,59,110.93, 112.87673069597366, 2, 40, 10, 0
126,0,50,110.88, 112.79189263810514, 2, 40, 10, 0
127,0,35,112.55, 112.70711834445106, 2, 40, 10, 0
128,0,33,113.53, 112.62240776708632, 2, 40, 10, 0
129,0,28,112.38, 112.53776085812177, 2, 40, 10, 0
130,0,57,117.65, 112.45317756970432, 2, 40, 10, 0
131,0,33,113.89, 112.36865785401682, 2, 40, 10, 0
132,0,49,112.64, 112.28420166327805, 2, 40, 10, 0
133,0,48,111.66, 112.19980894974272, 2, 40, 10, 0
134,0,34,112.26, 112.1154796657014, 2, 40, 10, 0
135,0,16,109.46, 112.03121376348055, 2, 40, 10, 0
136,0,36,111.69, 111.94701119544244, 2, 40, 10, 0
137,0,45,112.04, 111.86287191398515, 2, 40, 10, 0
138,0,47,107.94, 111.77879587154253, 2, 40, 10, 0
139,0,26,112.40, 111.6947830205842, 2, 40, 10, 0
140,0,33,113.69, 111.61083331361549, 2, 40, 10, 0
141,0,55,114.28, 111.52694670317743, 2, 40, 10, 0
142,0,33,108.31, 111.44312314184671, 2, 40, 10, 0
143,0,28,115.08, 111.35936258223569, 2, 40, 10, 0
144,0,52,11343.00, 111.27566497699232, 2, 40, 10, 1
145,0,25,110.91, 111.19203027880015, 2, 40, 10, 0
146,0,49,106.64, 111.10845844037829, 2, 40, 10, 0
147,0,46,111.90, 111.02494941448138, 2, 40, 10, 0
148,0,48,110.56, 110.9415031538996, 2, 40, 10, 0
149,0,40,110.48, 110.85811961145858, 2, 40, 10, 0
150,0,31,110.32, 110.7747987400194, 2, 40, 10, 0
151,0,35,110.93, 110.69154049247862, 2, 40, 10, 0
152,0,27,114.17, 110.60834482176814, 2, 40, 10, 0
